loanId	memberId	date	purpose	isJointApplication	loanAmount	term	interestRate	monthlyPayment	grade	loanStatus
1612355	2730148	11/9/2015	debtconsolidation	0	18219	48 months	17.95	535	A2	Current
1541819	2807569	10/10/2015	debtconsolidation	0	20502	36 months	7.07	634	C2	Current
1212474	2642527	5/17/2016	debtconsolidation	0	18275	48 months	11.29	475	B1	Current
1135351	2016521	11/3/2014	debtconsolidation	0	18305	48 months	10.9	472	E1	Current
1507052	2595131	5/30/2016	business	0	20659	60 months	10.37	443	B3	Current
1590757	2539717	8/30/2015	debtconsolidation	0	22002	48 months	15.1	613	B2	Default
1192782	2098460	7/22/2015	debtconsolidation	0	22705	60 months	6.13	440	C1	Current
1653825	2837279	7/31/2014	debtconsolidation	0	34789	48 months	7.57	842	A1	Current
1121412	2031769	2/1/2016	healthcare	0	21634	36 months	8.03	678	B2	Current
1560629	2655590	9/28/2014	auto	0	22024	48 months	11.77	577	A1	Current
1058689	2419321	6/6/2016	homeimprovement	0	12809	60 months	7.66	258	A2	Current
1850619	2781909	11/5/2014	homeimprovement	0	19640	48 months	6.44	465	C3	Default
1492273	2408817	12/23/2014	homeimprovement	0	22949	60 months	10.96	499	C2	Current
1851251	2371288	6/9/2016	debtconsolidation	1	30046	36 months	12.28	1002	A2	Current
1786567	2411582	1/14/2015	debtconsolidation	1	20760	36 months	10.88	678	B1	Current
1649554	2221980	5/4/2015	debtconsolidation	0	24184	36 months	9.72	777	E2	Current
1226896	2376388	4/20/2015	homeimprovement	0	24877	60 months	19.85	657	B1	Current
1825176	2331516	4/27/2015	other	0	25608	60 months	13.11	584	A1	Current
1164072	2335298	7/30/2015	debtconsolidation	1	19696	36 months	8.72	624	B3	Current
1067267	2162039	9/22/2015	debtconsolidation	0	20139	60 months	15.55	485	E2	Current
1286682	2518793	3/10/2015	debtconsolidation	0	22567	60 months	20.87	609	C1	Current
1748017	2303311	9/29/2015	debtconsolidation	0	24236	48 months	19.58	732	C2	Current
1242450	2833238	5/8/2015	business	0	22094	36 months	11.76	731	B1	Current
1302069	2656007	2/4/2016	debtconsolidation	0	23327	36 months	15.05	809	B3	Current
1128373	2411110	3/22/2015	debtconsolidation	0	32090	36 months	16.06	1129	C2	Current
1374332	2302880	12/28/2014	debtconsolidation	0	20818	48 months	4.91	479	B3	Current
1591832	2437934	8/22/2014	auto	0	29326	36 months	7.76	916	B1	Current
1787440	2597270	4/18/2016	homeimprovement		18836	60 months	6.26	366	A2	Current
1082474	2762774	11/13/2015	education	0	17927	48 months	16.24	510	B1	Current
1709695	2398906	3/2/2015	healthcare	0	25711	60 months	10	546	C3	Current
1070307	2802160	9/7/2014	debtconsolidation	0	16360	48 months	10.24	417	A1	Current
1295102	2837990	3/19/2015	debtconsolidation	1	16252	60 months	5.3	309	A2	Current
1784156	2835878	12/2/2014	debtconsolidation	0	8852	36 months	11.77	293	A1	Current
1537947	2449106	9/20/2015	business	0	21616	48 months	10.87	557	B1	Current
1832578	2799492	8/4/2015	other	0	9200	48 months	12.68	245	A3	Current
1520821	2687100	9/6/2014	debtconsolidation	0	21394	60 months	14.47	503	E1	Current
1494740	2582670	5/22/2014	debtconsolidation	0	22135	36 months	15.1	768	A3	Current
1603400	2543020	10/29/2014	other	0	24189	48 months	8.39	595	C1	Current
1775965	2110220	8/31/2014	debtconsolidation	0	20006	60 months	9.39	419	A2	Current
1037795	2071428	6/12/2015	debtconsolidation	0	27488	48 months	7.06	659	A3	Current
1779478	2078609	12/21/2015	debtconsolidation	0	13738	60 months	12.49	309	D3	Current
1727353	2515443	6/9/2015	debtconsolidation	0	23965	60 months	5.13	454	B2	Current
1685217	2277795	7/28/2014	debtconsolidation	0	16763	48 months	5.93	393	A1	Current
1701995	2499624	12/8/2015	debtconsolidation	0	23357	60 months	9.55	491	B2	Current
1259172	2824507	4/30/2015	debtconsolidation	0	29542	60 months	7.48	592	A2	Current
1686877	2286469	12/6/2014	debtconsolidation	0	21942	36 months	11.02	719	A3	Current
1109967	2785962	3/20/2016	debtconsolidation	0	23240	36 months	8.72	736	C1	Current
1377501	2011398	10/17/2015	homeimprovement	0	22715	36 months	5.31	684	C2	Default
1714546	2702677	3/4/2015	debtconsolidation	0	19251	36 months	9	612	A2	Current
1541594	2897320	8/20/2015	education	0	19590	60 months	4.24	363	B2	Current
1561199	2483615	9/16/2014	homeimprovement	0	18185	36 months	11.96	604	C2	Default
1663474	2005709	5/23/2014	debtconsolidation	0	20036	48 months	4.78	459	B1	Current
1382087	2374031	11/16/2014	auto	0		48 months	15.01	497	D2	Current
1804298	2428493	12/20/2015	healthcare	0	17966	60 months	7.21	358	B1	Current
1033631	2729204	9/10/2014	debtconsolidation	0	18633	60 months	12.32	418	A1	Current
1887158	2445272	5/8/2015	debtconsolidation	1	22653	48 months	17.54	660	A1	Current
1364085	2093270	6/25/2014	debtconsolidation	0	20984	48 months	7.97	512	D1	Default
1893446	2293659	12/4/2015	debtconsolidation	0	23725	48 months	7.06	569	E3	Default
1110315	2168535	11/12/2014	debtconsolidation	0	15852	60 months	7.54	318	A3	Current
1001457	2815291	2/16/2016	debtconsolidation	0	16734	48 months	11.69	438	B3	Current
1486603	2272845	11/30/2014	debtconsolidation	0	25957	48 months	8.05	634	A2	Current
1467005	2245021	2/25/2015	debtconsolidation	0	21030	36 months	12.78	706	C1	Current
1008223	2246760	2/13/2016	debtconsolidation	0		48 months	7.4	342	A2	Current
1641122	2552663	9/14/2015	debtconsolidation	0	17213	36 months	11.53	568	D1	Current
1034905	2438702	7/22/2014	debtconsolidation	0	14174	60 months	17.31	355	D2	Default
1346269	2112918	1/20/2016	homeimprovement	0	20442	60 months	13.19	467	A1	Current
1714876	2567217	6/24/2014	homeimprovement	0	18107	60 months	13.4	416	A2	Current
1059591	2153204	5/1/2016	debtconsolidation	0	15659	60 months	8.26	319	A3	Current
1002312	2401466	5/20/2015	debtconsolidation	0	14680	60 months	17.31	367	A1	Current
1146802	2423921	10/10/2014	debtconsolidation	0	16891	60 months	5.63	324	B2	Current
1590965	2718613	6/26/2016	debtconsolidation	0	20178	36 months	8.59	638	A1	Current
1099037	2796998	8/3/2015	business	0	20884	60 months	4.8	392	A2	Current
1570015	2392102	11/26/2015	debtconsolidation	0	15818	48 months	7.34	381	D3	Current
1118718	2304167	2/15/2016	other	0	19714	36 months	11.52	650	D1	Current
1040187	2312060	4/24/2015	debtconsolidation	0	19414	48 months	16.7	557	B1	Current
1621850	2389704	6/14/2015	debtconsolidation	1	24125	48 months	15.76	681	E1	Default
1103869	2094214	2/1/2015	debtconsolidation	0	18156	60 months	10.18	387	A1	Current
1767340	2545765	6/7/2015	debtconsolidation	0	25794	48 months	12.2	682	A1	Current
1773861	2871481	2/17/2015	debtconsolidation	0	27173	48 months	12.15	718	B3	Current
1645057	2171122	7/29/2015	debtconsolidation	0	23348	60 months	13.49	537	A3	Current
1312452	2317303	2/12/2015	debtconsolidation		25926	36 months	15.2	901	C2	Current
1302324	2607474	3/10/2016	debtconsolidation	0	22858	60 months	7.43	457	D1	Current
1330574	2795101	3/27/2015	debtconsolidation	0	8973	60 months	8.27	183	A2	Current
1169525	2251156	12/6/2014	debtconsolidation	0	20299	60 months	9.41	425	B2	Current
1896798	2587495	7/15/2014	homeimprovement	0	22508	48 months	9.69	568	B2	Current
1712692	2401025	6/29/2014	debtconsolidation	0	18917	36 months	10.19	612	A3	Current
1866376	2487532	7/21/2015	homeimprovement	0	14498	60 months	12.56	327	A2	Current
1194665	2223195	8/2/2014	debtconsolidation	0	19308	36 months	6.61	593	A1	Current
1403398	2731170	10/5/2015	debtconsolidation	0	18962	36 months	6.96	585	B2	Current
1669135	2061809	5/21/2015	debtconsolidation	0	23143	36 months	8.4	729	A2	Current
1768805	2395285	3/25/2016	debtconsolidation	0	10168	36 months	8.88	323	B2	Current
1514461	2790458	5/24/2014	debtconsolidation	0	13726	36 months	6.24	419	B3	Current
1645301	2338954	9/15/2015	debtconsolidation	0	19367	36 months	11.07	635	D2	Current
1251831	2428010	3/5/2015	debtconsolidation	0	22806	36 months	10.91	746	A1	Current
1374992	2804187	11/10/2014	debtconsolidation	0	17467	36 months	9.4	559	B2	Current
1334824	2016139	3/3/2016	debtconsolidation	1	17795	60 months	7.81	359	B2	Current
1527840	2765555	3/6/2016	homeimprovement	0	19084	36 months	6	581	E3	Current
1394801	2715650	1/30/2016	homeimprovement	0	17790	60 months	11.04	387	A3	Current
1471270	2546879	12/9/2014	debtconsolidation	0	23531	36 months	6.05	716	A3	Current
1513600	2274955	5/16/2015	debtconsolidation	1	22107	36 months	15.53	772	B1	Current
1351471	2312961	7/20/2014	debtconsolidation	0	18640	36 months	8.55	589	E2	Current
1764449	2633023	7/25/2015	debtconsolidation	0	26214	48 months	8.92	651	E3	Current
1361017	2463817	12/5/2014	debtconsolidation	0	23972	60 months	21.78	659	B2	Default
1153368	2338781	2/17/2016	debtconsolidation	0	16289	36 months	11.81	540	A1	Current
1601927	2557901	12/17/2014	debtconsolidation	0	21250	36 months	7.31	659	A2	Current
1102834	2215671	5/27/2015	debtconsolidation	0	20019	48 months	8.85	497	C3	Current
1785169	2229223	6/14/2016	debtconsolidation	0	15814	60 months	14.9	375	D1	Current
1677370	2533759	11/4/2014	debtconsolidation	0	19280	60 months	14.81	457	B2	Current
1337331	2426703	2/15/2016	debtconsolidation	0	22523	36 months	12.82	757	A1	Current
1876661	2052082	8/25/2014	debtconsolidation	0	25060	36 months	4.79	749	A1	Current
1133464	2705356	9/21/2014	debtconsolidation	0	12313	36 months	6.25	376	A1	Current
1172094	2270727	3/1/2016	debtconsolidation	0	25544	48 months	13.99	698	A2	Current
1108735	2553963	4/19/2016	debtconsolidation	0	13523	60 months	4.68	253	E3	Default
1184201	2300766	3/4/2015	homeimprovement	0	20074	60 months	11.21	439	B2	Current
1744544	2694796	7/9/2014	debtconsolidation	0	14635	48 months	18.01	430	A3	Current
1888288	2651633	8/24/2015	debtconsolidation	0	27842	48 months	14.05	762	D1	Current
1429512	2109235	10/20/2014	debtconsolidation	0	22635	60 months	10.01	481	B3	Current
1104388	2298355	4/27/2015	debtconsolidation	0	17985	60 months	15.06	428	A2	Current
1146812	2050642	10/14/2014	debtconsolidation	0	19579	48 months	15.48	550	D1	Current
1258097	2813671	1/2/2015	debtconsolidation	0	4901	36 months	5.93	149	D3	Current
1876602	2009339	6/9/2014	debtconsolidation	0		36 months	13.23	476	B1	Current
1296015	2345232	5/24/2016	debtconsolidation	0	31291	60 months	11.71	691	A1	Current
1647576	2880426	8/26/2014	other	1	21521	36 months	20.44	805	B3	Current
1816259	2422431	9/7/2015	debtconsolidation	0	21089	60 months	16.52	519	C3	Default
1004440	2741072	5/30/2016	debtconsolidation	0	23481	60 months	15.51	565	C2	Current
1491433	2100879	7/6/2015	debtconsolidation	0	21873	48 months	10.38	559	A3	Current
1806432	2481504	2/11/2016	homeimprovement	0	19330	48 months	11.9	508	C1	Current
1065929	2585070	9/7/2014	debtconsolidation	0	26751	48 months	6.68	637	A2	Current
1154371	2233213	1/25/2015	debtconsolidation	0	29676	48 months	17.78	868	D1	Default
1136602	2863944	2/8/2015	debtconsolidation	0	19196	36 months	11.32	631	C1	Current
1437988	2561510	11/14/2014	debtconsolidation	0	22164	60 months	7.77	447	B3	Current
1362604	2232348	6/25/2015	healthcare		24399	60 months	5.08	461	A1	Current
1315749	2438469	9/22/2014	debtconsolidation	0	20895	36 months	13.19	706	C2	Current
1712534	2025951	4/12/2016	debtconsolidation	0	26216	36 months	5.98	797	A3	Current
1193327	2238396	12/9/2014	debtconsolidation	0	14019	60 months	4.9	264	A2	Current
1667751	2297045	10/27/2014	business	0	22737	60 months	4.65	425	B3	Current
1607580	2339328	5/15/2014	debtconsolidation	0	25909	36 months	16.48	917	D2	Current
1147942	2026850	5/18/2015	debtconsolidation	0	11620	60 months	15.05	277	B2	Current
1851158	2642605	1/25/2016	debtconsolidation	0	15954	48 months	6.17	376	B1	Current
1064737	2239639	6/19/2016	debtconsolidation	1	26419	60 months	9.85	559	E1	Default
1567980	2154973	5/12/2015	homeimprovement	0	25689	60 months	15.42	617	C2	Current
1829182	2754177	4/20/2015	debtconsolidation	0	22882	48 months	10.1	581	B1	Current
1009716	2390760	6/25/2015	business	0	21835	60 months	13.51	503	A3	Current
1632292	2130287	8/24/2015	debtconsolidation	0	15953	48 months	6.77	380	A2	Current
1747523	2798238	10/26/2015	debtconsolidation	0	27342	48 months	10.14	695	B1	Current
1822760	2106414	7/1/2014	debtconsolidation	0	15275	48 months	12.26	404	D3	Current
1179877	2708083	6/7/2015	other	0	21224	60 months	7.82	429	C1	Current
1312917	2685337	6/5/2014	debtconsolidation	0	30769	48 months	13.92	840	E2	Default
1314257	2632206	5/19/2016	debtconsolidation	0	20000	48 months	7.97	488	C3	Current
1550353	2402443	1/11/2015	debtconsolidation	0	15234	60 months	12.81	345	A2	Current
1325926	2440725	6/8/2016	debtconsolidation	0	17627	60 months	14.68	416	C2	Current
1064414	2324600	3/6/2015	debtconsolidation	0	28818	60 months	17.83	729	C1	Current
1584633	2171982	5/24/2014	debtconsolidation	0		48 months	6.59	595	A2	Current
1750408	2383511	5/21/2015	debtconsolidation	0	16239	36 months	9.74	522	A1	Current
1239739	2017263	11/7/2014	debtconsolidation	0	25183	60 months	6.13	488	C3	Current
1189842	2636004	3/20/2016	debtconsolidation	0	22579	60 months	11.85	501	A2	Current
1733400	2314495	5/11/2016	debtconsolidation	0	23313	60 months	8.23	475	B2	Current
1505123	2655335	4/3/2015	debtconsolidation	0	27792	60 months	14.36	652	D3	Current
1770234	2666779	9/3/2015	debtconsolidation	0	21678	36 months	9.63	696	E1	Current
1717760	2293732	3/19/2016	debtconsolidation	0	25934	36 months	15.92	911	C3	Current
1530774	2422689	7/16/2015	debtconsolidation	0	26126	36 months	5.72	791	B3	Current
1818405	2483520	7/7/2014	debtconsolidation	1	15025	60 months	6.7	295	A1	Current
1463818	2327388	10/5/2015	debtconsolidation	0	12341	36 months	4.23	366	A2	Current
1076780	2176966	4/21/2016	debtconsolidation	0	27071	48 months	10.11	688	E1	Current
1339709	2837548	8/21/2015	debtconsolidation	0	22997	36 months	17.09	821	E3	Default
1294143	2107617	7/3/2014	debtconsolidation	0	32589	36 months	6.68	1001	B3	Current
1208874	2601880	5/19/2016	debtconsolidation	0	22404	36 months	16.96	798	B2	Current
1067649	2679476	12/31/2015	auto	0	22423	48 months	8.24	550	D1	Current
1266927	2736512	2/10/2015	debtconsolidation	0	24379	36 months	14.55	840	B1	Current
1693899	2827549	8/19/2014	debtconsolidation	0	27734	36 months	8.34	873	D3	Current
1268865	2508162	5/19/2016	debtconsolidation	0	14096	48 months	11.94	371	D3	Current
1866143	2304234	3/14/2015	debtconsolidation	0	16617	48 months	15.01	463	D2	Current
1195892	2638216	1/22/2016	debtconsolidation		21553	36 months	18.61	786	B3	Current
1044580	2865702	4/11/2016	debtconsolidation	1	19723	48 months	14.57	545	C2	Current
1498330	2084189	8/30/2014	healthcare	0	18681	60 months	6.44	365	B3	Current
1043477	2091097	8/17/2015	debtconsolidation	0	13949	48 months	9.01	347	C3	Current
1243840	2067761	2/18/2015	debtconsolidation	0	16652	60 months	13.6	384	B1	Current
1199044	2022268	11/23/2014	debtconsolidation	0	17526	36 months	10.46	569	C1	Current
1414248	2236236	1/30/2016	debtconsolidation	0	21871	36 months	10.31	709	B1	Current
1120508	2144169	5/4/2015	other		21049	48 months	11.22	546	C1	Current
1124440	2501147	1/8/2016	homeimprovement	0	26808	60 months	5.04	506	D2	Current
1314658	2115807	7/8/2014	homeimprovement	0	14750	36 months	9.45	472	B3	Current
1547191	2866167	1/1/2016	debtconsolidation	0	22313	60 months	15.08	532	C1	Current
1791527	2454769	6/3/2015	business	0	17508	48 months	12.36	464	D2	Current
1527304	2856929	7/29/2014	debtconsolidation	0	24035	48 months	8.36	591	B1	Current
1287450	2518345	1/23/2015	debtconsolidation	0	18033	60 months	8.91	374	C2	Current
1420313	2196690	11/9/2014	debtconsolidation	0	26468	48 months	9.53	665	C1	Current
1145206	2798509	6/10/2016	other	0	30229	60 months	6.55	592	B1	Current
1003110	2611371	10/3/2014	debtconsolidation	0	23843	48 months	10.9	615	A3	Current
1253402	2488477	11/3/2015	debtconsolidation	0	15534	60 months	9.36	325	A1	Current
1438201	2721912	8/25/2015	homeimprovement	0	27615	36 months	14.69	953	B3	Current
1546246	2399686	8/16/2014	debtconsolidation	0	23144	36 months	7.5	720	A3	Current
1507135	2049380	8/8/2014	debtconsolidation	0	19714	48 months	15.28	551	A1	Current
1540331	2246968	3/1/2015	debtconsolidation	0	20556	48 months	5.74	480	C3	Current
1898442	2732051	10/29/2014	debtconsolidation	0	13359	60 months	11.2	292	C2	Default
1802385	2111945	3/6/2015	debtconsolidation	0	22870	36 months	16.52	810	D3	Current
1178649	2817670	8/15/2015	debtconsolidation	0	19489	36 months	8	611	A1	Current
1063980	2003537	10/19/2014	debtconsolidation	0	22036	36 months	10.44	716	B2	Current
1851590	2873332	10/25/2015	debtconsolidation	0	21182	48 months	8.96	527	A1	Current
1698925	2552021	11/13/2015	debtconsolidation		20159	48 months	8.46	497	C2	Current
1179124	2231293	3/24/2016	debtconsolidation	0	15909	36 months	5.21	478	A3	Current
1839344	2616661	12/23/2015	debtconsolidation	0	11712	60 months	5.49	224	C1	Current
1437454	2549519	1/20/2015	debtconsolidation	1	18051	60 months	12.6	407	A2	Current
1586692	2898374	1/23/2015	debtconsolidation	0	21738	48 months	7.44	525	B2	Current
1517202	2609341	3/31/2015	debtconsolidation	0	14801	48 months	9.21	370	C1	Current
1527511	2643865	8/23/2015	debtconsolidation	0	25006	60 months	13.4	574	D2	Current
1316037	2443479	8/3/2014	debtconsolidation	0	20215	48 months	12.38	536	D2	Current
1780791	2323653	5/10/2016	debtconsolidation	0	22988	48 months	11.83	603	C2	Current
1478906	2293231	8/24/2015	debtconsolidation	0	26773	48 months	5.46	622	A2	Current
1387470	2781121	9/30/2014	homeimprovement	0	19664	36 months	9.92	634	B3	Current
1482657	2419511	8/25/2015	business	1	20925	48 months	6.59	497	C1	Current
1396444	2350664	4/1/2015	debtconsolidation	0	19669	48 months	9.23	492	B2	Current
1763952	2052042	11/23/2014	debtconsolidation	0	28403	60 months	11.16	620	E2	Default
1353789	2238660	12/2/2015	debtconsolidation	0	22340	48 months	11.06	578	C3	Current
1291273	2521381	6/10/2015	debtconsolidation	1	19442	60 months	11.09	424	A2	Current
1169054	2698714	1/14/2016	debtconsolidation	0	20627	48 months	9.54	519	A1	Current
1326031	2538609	5/30/2014	business	0	16771	48 months	4.34	381	C2	Current
1411414	2524969	6/8/2014	debtconsolidation	0	18419	48 months	9.63	464	B3	Current
1446092	2480033	6/26/2016	business	1	22528	60 months	5.9	434	D2	Current
1618374	2812591	10/25/2015	debtconsolidation	0	23800	60 months	10.24	508	D1	Current
1386851	2463632	12/9/2015	debtconsolidation		23762	60 months	25.01	698	E1	Default
1140822	2647442	3/29/2015	business	0	10916	48 months	14.79	303	B1	Current
1424928	2882128	7/28/2015	debtconsolidation	1	21708	60 months	14.51	511	A2	Current
1066622	2091963	6/26/2015	debtconsolidation	0	12160	60 months	9.58	256	A2	Current
1607712	2114859	5/21/2015	debtconsolidation	0	18983	60 months	5.39	362	B2	Current
1262282	2507044	5/5/2016	debtconsolidation	0	19337	60 months	9.18	403	A2	Current
1323474	2381297	12/23/2014	debtconsolidation	0	26218	60 months	15.73	634	E2	Current
1251201	2066860	11/17/2014	homeimprovement	0	29372	60 months	9.63	619	E3	Current
1872787	2209249	7/29/2015	debtconsolidation	0	23269	48 months	9.17	581	C1	Current
1301969	2813590	6/1/2016	debtconsolidation	0	24362	36 months	13.4	826	B1	Current
1555984	2350673	10/16/2015	debtconsolidation	0	13580	36 months	10.38	441	B2	Current
1474111	2826116	6/7/2016	homeimprovement	0	24857	36 months	9.65	798	A3	Default
1114850	2470481	12/14/2014	debtconsolidation	0	17832	36 months	11.84	591	C3	Current
1499666	2535923	11/25/2015	debtconsolidation	0	20540	60 months	10.37	440	D1	Current
1163042	2736199	6/14/2015	debtconsolidation	0	19365	60 months	15.19	463	C2	Default
1165713	2567144	5/23/2015	debtconsolidation	0	26749	60 months	14.65	631	B3	Current
1061595	2569802	11/29/2014	homeimprovement	0	20957	36 months	7.05	648	A2	Current
1320550	2404828	3/22/2015	debtconsolidation	0	20402	60 months	12.36	458	E2	Default
1851591	2420097	7/24/2015	debtconsolidation	0	17251	48 months	5.33	400	C1	Current
1579053	2173124	2/25/2016	education	0	25256	48 months	14.9	702	A3	Current
1254891	2090562	6/2/2016	debtconsolidation	0	22509	60 months	19.39	589	D1	Default
1068930	2428532	6/1/2014	debtconsolidation	0	15837	36 months	8.26	498	B1	Current
1536355	2321342	1/19/2016	debtconsolidation	0	11054	60 months	7.21	220	D3	Current
1735637	2767388	5/30/2016	debtconsolidation	0	25483	48 months	6.67	606	D1	Current
1414704	2513226	11/10/2014	debtconsolidation	0	26393	36 months	10.13	853	E2	Current
1166303	2036142	11/15/2015	debtconsolidation	0	22905	60 months	9.66	483	B3	Current
1197283	2146778	9/1/2014	debtconsolidation	1	19567	36 months	5.34	589	B2	Current
1212105	2608496	7/22/2015	other	0	21081	60 months	6.56	413	B1	Current
1202735	2373378	7/20/2014	debtconsolidation	0	25326	36 months	6.2	773	B1	Current
1618192	2570827	6/30/2015	education	0		60 months	12.85	247	E3	Current
1128691	2813633	2/25/2016	homeimprovement	0	14745	60 months	14.11	344	A3	Current
1678323	2673116	3/14/2016	debtconsolidation	0	20270	48 months	7.81	493	B3	Current
1087785	2801378	3/15/2016	debtconsolidation	0	20329	60 months	18.37	520	B3	Current
1437185	2071944	7/29/2014	debtconsolidation	0	23596	60 months	13.17	539	A2	Current
1512710	2503371	6/19/2015	debtconsolidation	0	21951	36 months	11.58	725	C3	Current
1331525	2256544	11/4/2014	other	0	23568	36 months	10.02	761	D2	Default
1074405	2409119	2/14/2016	debtconsolidation	0	19533	60 months	13.63	451	C2	Current
1477825	2362115	11/28/2015	debtconsolidation	0	11805	60 months	12.24	264	B1	Current
1717831	2241054	12/5/2015	debtconsolidation	0	21357	60 months	4.68	400	D1	Current
1832873	2595573	6/4/2014	debtconsolidation	0	23631	60 months	6.37	461	D1	Current
1127436	2579170	7/22/2015	homeimprovement	0	28968	60 months	8.07	588	D2	Current
1242305	2055244	11/19/2014	business	0	21832	48 months	10.8	562	D3	Default
1369790	2280580	12/20/2015	debtconsolidation	0	16155	60 months	8.67	333	C2	Current
1581555	2378143	6/9/2014	debtconsolidation	0	20439	36 months	12.4	683	C3	Current
1845897	2468930	6/6/2016	healthcare	0	17920	36 months	8.92	569	B1	Current
1244607	2090571	1/24/2015	homeimprovement	0	16528	60 months	8.5	339	A2	Current
1499830	2789952	1/15/2016	business	0	22950	48 months	17.9	673	B1	Current
1046784	2465689	9/16/2014	homeimprovement	0	19060	48 months	14.81	529	A2	Current
1741584	2794000	4/22/2015	debtconsolidation	0	12393	60 months	15.72	300	C2	Default
1178756	2631650	6/18/2015	homeimprovement	0	23050	60 months	12.22	515	E1	Current
1076748	2136562	6/8/2014	debtconsolidation	0	20188	36 months	16.16	711	C3	Current
1820146	2350791	8/15/2015	debtconsolidation	0	19487	48 months	13.6	529	C3	Current
1551930	2578520	4/18/2016	debtconsolidation	0	17885	48 months	13.84	487	A3	Current
1515845	2609584	9/17/2015	debtconsolidation	0	18123	60 months	14.49	426	C2	Current
1896726	2395480	10/31/2014	debtconsolidation	0	13019	48 months	9.57	328	B2	Current
1186510	2538098	3/31/2015	debtconsolidation	0	20948	60 months	12	466	A2	Current
1817751	2617656	10/11/2014	debtconsolidation	0	22866	48 months	13.29	617	C2	Current
1648497	2576442	5/29/2016	homeimprovement	1	19845	48 months	18.59	589	C1	Current
1577270	2376412	2/6/2016	homeimprovement	0	25359		9.8	641	A1	Current
1177076	2017810	1/2/2015	education	0	23991	48 months	5.24	555	A2	Current
1717813	2396047	11/4/2015	debtconsolidation	0	24817	60 months	7.47	497	D2	Default
1664341	2214201	4/12/2016	debtconsolidation	0	23735	60 months	12.47	534	A3	Current
1316159	2335375	1/8/2015	debtconsolidation	0	15068	36 months	19.28	554	C3	Current
1848219	2591951	11/14/2014	homeimprovement	1	24867	36 months	7.99	779	A3	Current
1894046	2033916	10/11/2014	debtconsolidation	0	28156	48 months	9.33	705	E1	Current
1500952	2612925	5/8/2015	business	0	19966	60 months	17.86	505	A1	Current
1541981	2726791	7/3/2014	debtconsolidation	0	19433	48 months	21.13	603	D1	Default
1829498	2276619	1/6/2016	debtconsolidation	0	18593	48 months	6.65	442	A3	Current
1571572	2391944	5/12/2015	debtconsolidation	0	20251	60 months	10.64	437	C1	Current
1495452	2253879	6/11/2014	debtconsolidation	0	13428	48 months	16.95	387	B2	Current
1432551	2213778	4/17/2016	debtconsolidation	0		48 months	10.31	645	B1	Current
1533448	2276131	9/30/2015	debtconsolidation	0	22188	36 months	7.47	690	C1	Current
1268593	2261070	12/17/2014	debtconsolidation	0	18438	36 months	9.24	588	C1	Current
1718584	2142225	5/14/2015	debtconsolidation	0	19637	60 months	16.85	486	D1	Current
1050532	2567021	10/7/2014	education	0	19836	60 months	17.28	496	D2	Current
1492788	2210480	8/3/2014	homeimprovement	0	18272	48 months	6.21	431	B3	Current
1290996	2208499	3/6/2016	debtconsolidation	0	20051	60 months	11.06	437	C3	Current
1426293	2109245	5/1/2016	debtconsolidation	0	20646	36 months	19.91	766	A2	Current
1005446	2118929	1/12/2015	debtconsolidation	0	13442	48 months	10.7	345	C3	Current
1103608	2241322	7/30/2015	debtconsolidation	0	23271	48 months	10.04	591	A1	Default
1751755	2085011	6/27/2014	debtconsolidation	0	16643	48 months	10.66	427	C3	Current
1632776	2076234	9/5/2014	debtconsolidation	0	27721	60 months	11.27	606	A3	Current
1621114	2426122	11/9/2014	debtconsolidation	0	21895	60 months	11.34	480	C1	Current
1260874	2122183	9/14/2015	debtconsolidation	0	28255	48 months	9.67	712	B2	Current
1155910	2799153	5/23/2015	debtconsolidation	0	7744	48 months	11.1	201	A2	Current
1595291	2505215	1/25/2016	other	0	17091	48 months	12.59	455	E1	Default
1476935	2774629	12/9/2015	business	0	25085	48 months	9.57	631	E2	Current
1807940	2801251	7/20/2014	debtconsolidation	0	19906	36 months	4.85	595	D3	Current
1233927	2051996	6/16/2015	debtconsolidation	0	14226	48 months	11.34	370	D2	Current
1672913	2255703	3/18/2016	homeimprovement	0	16484	36 months	6.64	506	D1	Current
1331861	2649654	8/5/2015	debtconsolidation	0	22911	60 months	10.62	494	A1	Current
1544030	2415819	3/25/2015	debtconsolidation	0	28115	36 months	13.78	958	B2	Current
1271222	2522654	11/12/2014	debtconsolidation	0	22785	60 months	18.87	589	E1	Default
1603094	2596184	6/1/2015	debtconsolidation	0	15568	60 months	8.64	320	C1	Current
1617240	2039166	7/24/2015	debtconsolidation	0	19919	36 months	9.99	643	A1	Current
1851963	2636747	5/31/2016	debtconsolidation	0	22177	36 months	10.36	719	A1	Current
1397049	2550825	4/27/2016	debtconsolidation	0	22283	48 months	16.8	641	C3	Current
1222384	2746857	9/26/2014	debtconsolidation	0	27946	48 months	10.45	715	A2	Current
1121083	2820390	8/28/2015	debtconsolidation	0	22056	60 months	10.38	473	A3	Current
1600219	2013810	4/25/2016	homeimprovement	0	22386	36 months	13.39	758	A2	Current
1523378	2824363	2/13/2015	debtconsolidation	0	24443	60 months	6.06	473	D2	Current
1103484	2063021	2/3/2016	debtconsolidation	0	16971	60 months	10.03	361	C1	Current
1863699	2232425	9/18/2014	debtconsolidation	0	23636	48 months	8.57	583	A1	Current
1444466	2826356	10/29/2015	debtconsolidation	0	20063	60 months	12.91	456	B3	Current
